time,code,name,direction,price,quantity,amount,pnl,reason
2026-08-10T09:30:00,600115,中国东航,BUY,3.68368,108400,399310.91,0.0,"趋势入场: 利润改善+288.0pp, ROE=10.9% [paper_order:10f78e64e44250098a10]"
2026-08-10T09:30:00,600549,厦门钨业,BUY,58.788729999999994,5500,323338.01,0.0,"趋势入场: 利润改善+199.5pp, ROE=6.2% [paper_order:b93bcb16dc6ae897ce51]"
2026-08-11T09:30:00,601872,招商轮船,BUY,17.897879999999997,9100,162870.71,0.0,"趋势入场: 利润改善+256.4pp, ROE=6.3% [paper_order:6270754857835dfddb03]"
2026-08-11T09:30:00,002493,荣盛石化,BUY,13.533519999999998,15300,207062.86,0.0,"趋势入场: 利润改善+371.9pp, ROE=6.3% [paper_order:81549f53ebc3df6ef068]"
2026-08-11T09:30:00,688111,金山办公,BUY,262.26199999999994,900,236035.8,0.0,"趋势入场: 利润改善+435.2pp, ROE=15.7% [paper_order:ccf16d4efc04f7e4bf43]"
