time,code,name,direction,price,quantity,amount,pnl,reason
2026-07-08T15:04:35.773695,000807,云铝股份,BUY,22.39,17800,398542.0,0.0,趋势入场: 200万初始资金重建
2026-07-08T15:04:35.775029,000657,中钨高新,BUY,76.84,3900,299676.0,0.0,趋势入场: 200万初始资金重建
2026-07-08T15:04:35.776209,002558,巨人网络,BUY,29.09,8800,255992.0,0.0,趋势入场: 200万初始资金重建
2026-07-08T15:04:35.777353,002493,荣盛石化,BUY,11.5,17400,200100.0,0.0,趋势入场: 200万初始资金重建
2026-07-15T11:17:46.861167,000858,五 粮 液,BUY,76.4,2200,168080.0,0.0,"趋势入场: 利润改善+151.1pp, ROE=6.5%"
2026-07-17T11:20:22.478494,000657,中钨高新,SELL,60.76,3900,236964.0,-62712.0,硬止损 -20.9%
2026-07-20T12:11:59.959781,000657,中钨高新,BUY,56.04,3200,179328.0,0.0,"趋势入场: 利润改善+246.4pp, ROE=9.0%"
