date,cash,market_value,total_value,positions,benchmark_price,strategy_nav,benchmark_nav
2020-05-21,1000000.0,0.0,1000000.0,0,3913.795,1.0,0.9425741424931742
2020-05-22,1000000.0,0.0,1000000.0,0,3824.064,1.0,0.9209638843217434
2020-05-25,1000000.0,0.0,1000000.0,0,3829.325,1.0,0.9222309109707264
2020-05-26,1000000.0,0.0,1000000.0,0,3872.77,1.0,0.9326939356362023
2020-05-27,1000000.0,0.0,1000000.0,0,3845.614,1.0,0.92615385282309
2020-05-28,1000000.0,0.0,1000000.0,0,3856.632,1.0,0.9288073596884189
2020-05-29,1000000.0,0.0,1000000.0,0,3867.023,1.0,0.9313098637579081
2020-06-01,1000000.0,0.0,1000000.0,0,3971.34,1.0,0.9564329238115032
2020-06-02,1000000.0,0.0,1000000.0,0,3983.568,1.0,0.9593778395810841
2020-06-03,1000000.0,0.0,1000000.0,0,3983.648,1.0,0.9593971062854975
2020-06-04,1000000.0,0.0,1000000.0,0,3982.185,1.0,0.9590447664285382
2020-06-05,1000000.0,0.0,1000000.0,0,4001.251,1.0,0.9636365037578504
2020-06-08,1000000.0,0.0,1000000.0,0,4021.955,1.0,0.9686227268600257
2020-06-09,1000000.0,0.0,1000000.0,0,4047.029,1.0,0.9746613936907804
2020-06-10,1000000.0,0.0,1000000.0,0,4039.705,1.0,0.9728975269017381
2020-06-11,1000000.0,0.0,1000000.0,0,3995.885,1.0,0.9623441895593248
2020-06-12,1000000.0,0.0,1000000.0,0,4003.083,1.0,0.9640777112889161
2020-06-15,1000000.0,0.0,1000000.0,0,3954.988,1.0,0.9524948094294141
2020-06-16,1000000.0,0.0,1000000.0,0,4014.57,1.0,0.9668441692088682
2020-06-17,1000000.0,0.0,1000000.0,0,4017.594,1.0,0.9675724506356929
2020-06-18,1000000.0,0.0,1000000.0,0,4044.384,1.0,0.974024388276114
2020-06-19,1000000.0,0.0,1000000.0,0,4098.71,1.0,0.9871079255756109
2020-06-22,1000000.0,0.0,1000000.0,0,4102.046,1.0,0.9879113471496477
2020-06-23,1000000.0,0.0,1000000.0,0,4121.794,1.0,0.9926673331340835
2020-06-24,1000000.0,0.0,1000000.0,0,4138.99,1.0,0.9968087112477334
2020-06-29,1000000.0,0.0,1000000.0,0,4109.716,1.0,0.9897585424352778
2020-06-30,1000000.0,0.0,1000000.0,0,4163.964,1.0,1.0028232946979716
2020-07-01,1000000.0,0.0,1000000.0,0,4247.784,1.0,1.0230099842470608
2020-07-02,1000000.0,0.0,1000000.0,0,4335.845,1.0,1.044218049963863
2020-07-03,1000000.0,0.0,1000000.0,0,4419.596,1.0,1.0643881219803955
2020-07-06,1000000.0,0.0,1000000.0,0,4670.095,1.0,1.124716749340898
2020-07-07,1000000.0,0.0,1000000.0,0,4698.126,1.0,1.1314675617335315
2020-07-08,1000000.0,0.0,1000000.0,0,4774.004,1.0,1.1497415492019851
2020-07-09,1000000.0,0.0,1000000.0,0,4840.771,1.0,1.1658212998715634
2020-07-10,1000000.0,0.0,1000000.0,0,4753.133,1.0,1.1447151068543469
2020-07-13,1000000.0,0.0,1000000.0,0,4852.961,1.0,1.1687570639565479
2020-07-14,1000000.0,0.0,1000000.0,0,4806.69,1.0,1.1576134429576703
2020-07-15,1000000.0,0.0,1000000.0,0,4744.469,1.0,1.1426285227663808
2020-07-16,1000000.0,0.0,1000000.0,0,4516.253,1.0,1.0876663950864123
2020-07-17,1000000.0,0.0,1000000.0,0,4544.701,1.0,1.0945176351758004
2020-07-20,1000000.0,0.0,1000000.0,0,4680.305,1.0,1.1271756624916522
2020-07-21,1000000.0,0.0,1000000.0,0,4691.043,1.0,1.1297617358915342
2020-07-22,1000000.0,0.0,1000000.0,0,4714.445,1.0,1.1353977286000498
2020-07-23,1000000.0,0.0,1000000.0,0,4712.436,1.0,1.1349138934854697
2020-07-24,1000000.0,0.0,1000000.0,0,4505.591,1.0,1.085098625055723
2020-07-27,1000000.0,0.0,1000000.0,0,4528.45,1.0,1.0906038450080329
2020-07-28,1000000.0,0.0,1000000.0,0,4568.258,1.0,1.1001909571241169
2020-07-29,1000000.0,0.0,1000000.0,0,4679.008,1.0,1.1268633010463507
2020-07-30,1000000.0,0.0,1000000.0,0,4656.151,1.0,1.121358562761651
2020-07-31,1000000.0,0.0,1000000.0,0,4695.046,1.0,1.1307257936136175
2020-08-03,1000000.0,0.0,1000000.0,0,4771.311,1.0,1.1490929837646706
2020-08-04,1000000.0,0.0,1000000.0,0,4775.802,1.0,1.150174568383675
2020-08-05,1000000.0,0.0,1000000.0,0,4777.109,1.0,1.1504893381670285
2020-08-06,1000000.0,0.0,1000000.0,0,4762.764,1.0,1.1470345772319093
2020-08-07,1000000.0,0.0,1000000.0,0,4707.926,1.0,1.133827733024167
2020-08-10,1000000.0,0.0,1000000.0,0,4724.87,1.0,1.1379084210189148
2020-08-11,1000000.0,0.0,1000000.0,0,4681.784,1.0,1.1275318556894938
2020-08-12,1000000.0,0.0,1000000.0,0,4647.645,1.0,1.1193100304149013
2020-08-13,1000000.0,0.0,1000000.0,0,4635.713,1.0,1.1164364014516497
2020-08-14,1000000.0,0.0,1000000.0,0,4704.629,1.0,1.1330337039685316
2020-08-17,1000000.0,0.0,1000000.0,0,4815.226,1.0,1.159669200318575
2020-08-18,1000000.0,0.0,1000000.0,0,4812.756,1.0,1.1590743408198128
2020-08-19,1000000.0,0.0,1000000.0,0,4740.678,1.0,1.1417155218109931
2020-08-20,1000000.0,0.0,1000000.0,0,4679.154,1.0,1.1268984627819052
2020-08-21,1000000.0,0.0,1000000.0,0,4718.843,1.0,1.1364569156751738
2020-08-24,1000000.0,0.0,1000000.0,0,4755.849,1.0,1.1453692114691802
2020-08-25,1000000.0,0.0,1000000.0,0,4761.951,1.0,1.1468387793483086
2020-08-26,1000000.0,0.0,1000000.0,0,4706.13,1.0,1.1333951955100872
2020-08-27,1000000.0,0.0,1000000.0,0,4731.345,1.0,1.1394678199073707
2020-08-28,1000000.0,0.0,1000000.0,0,4844.265,1.0,1.1666627731868167
2020-08-31,1000000.0,0.0,1000000.0,0,4816.215,1.0,1.159907384951885
2020-09-01,1000000.0,0.0,1000000.0,0,4842.122,1.0,1.1661466663423439
2020-09-02,1000000.0,0.0,1000000.0,0,4843.887,1.0,1.1665717380084633
2020-09-03,1000000.0,0.0,1000000.0,0,4817.095,1.0,1.160119318700432
2020-09-04,1000000.0,0.0,1000000.0,0,4770.219,1.0,1.1488299932494284
2020-09-07,1000000.0,0.0,1000000.0,0,4669.368,1.0,1.1245416631645417
2020-09-08,1000000.0,0.0,1000000.0,0,4694.389,1.0,1.1305675658036227
2020-09-09,1000000.0,0.0,1000000.0,0,4584.589,1.0,1.1041240139962973
2020-09-10,1000000.0,0.0,1000000.0,0,4581.978,1.0,1.1034951969310067
2020-09-11,1000000.0,0.0,1000000.0,0,4627.283,1.0,1.114406172474093
2020-09-14,1000000.0,0.0,1000000.0,0,4651.051,1.0,1.1201303103552998
2020-09-15,1000000.0,0.0,1000000.0,0,4688.483,1.0,1.129145201350307
2020-09-16,1000000.0,0.0,1000000.0,0,4657.358,1.0,1.1216492491644874
2020-09-17,1000000.0,0.0,1000000.0,0,4632.714,1.0,1.1157141408699542
2020-09-18,1000000.0,0.0,1000000.0,0,4737.089,1.0,1.1408511692842491
2020-09-21,1000000.0,0.0,1000000.0,0,4691.428,1.0,1.1298544569065234
2020-09-22,1000000.0,0.0,1000000.0,0,4635.761,1.0,1.116447961474298
2020-09-23,1000000.0,0.0,1000000.0,0,4652.327,1.0,1.1204376142906927
2020-09-24,1000000.0,0.0,1000000.0,0,4563.066,1.0,1.0989405480076904
2020-09-25,1000000.0,0.0,1000000.0,0,4570.022,1.0,1.1006157879564313
2020-09-28,1000000.0,0.0,1000000.0,0,4581.909,1.0,1.10347857939845
2020-09-29,1000000.0,0.0,1000000.0,0,4591.799,1.0,1.1058604257315507
2020-09-30,1000000.0,0.0,1000000.0,0,4587.395,1.0,1.1047997936535958
2020-10-09,1000000.0,0.0,1000000.0,0,4681.141,1.0,1.1273769995527716
2020-10-12,1000000.0,0.0,1000000.0,0,4823.158,1.0,1.1615794940611588
2020-10-13,1000000.0,0.0,1000000.0,0,4839.201,1.0,1.1654431907974514
2020-10-14,1000000.0,0.0,1000000.0,0,4807.102,1.0,1.1577126664853992
2020-10-15,1000000.0,0.0,1000000.0,0,4798.736,1.0,1.155697850871373
2020-10-16,1000000.0,0.0,1000000.0,0,4791.676,1.0,1.1539975642068947
2020-10-19,1000000.0,0.0,1000000.0,0,4755.488,1.0,1.145282270465515
2020-10-20,1000000.0,0.0,1000000.0,0,4793.467,1.0,1.1544288975519483
2020-10-21,1000000.0,0.0,1000000.0,0,4792.828,1.0,1.1542750047504469
2020-10-22,1000000.0,0.0,1000000.0,0,4777.985,1.0,1.1507003085803544
2020-10-23,1000000.0,0.0,1000000.0,0,4718.488,1.0,1.1363714196743397
2020-10-26,1000000.0,0.0,1000000.0,0,4691.236,1.0,1.1298082168159314
2020-10-27,1000000.0,0.0,1000000.0,0,4699.279,1.0,1.131745243110889
2020-10-28,1000000.0,0.0,1000000.0,0,4737.272,1.0,1.1408952418705947
2020-10-29,1000000.0,0.0,1000000.0,0,4772.92,1.0,1.1494804853571843
2020-10-30,1000000.0,0.0,1000000.0,0,4695.334,1.0,1.1307951537495053
2020-11-02,1000000.0,0.0,1000000.0,0,4720.831,1.0,1.1369356932798458
2020-11-03,1000000.0,0.0,1000000.0,0,4777.561,1.0,1.1505981950469637
2020-11-04,1000000.0,0.0,1000000.0,0,4813.656,1.0,1.159291091244463
2020-11-05,1000000.0,0.0,1000000.0,0,4885.112,1.0,1.1765001116264686
2020-11-06,1000000.0,0.0,1000000.0,0,4885.718,1.0,1.1766460569123998
2020-11-09,1000000.0,0.0,1000000.0,0,4981.35,1.0,1.1996774753681205
2020-11-10,1000000.0,0.0,1000000.0,0,4953.876,1.0,1.1930608074049651
2020-11-11,1000000.0,0.0,1000000.0,0,4904.898,1.0,1.181265249295501
2020-11-12,1000000.0,0.0,1000000.0,0,4908.463,1.0,1.182123821810921
2020-11-13,1000000.0,0.0,1000000.0,0,4856.851,1.0,1.169693907458647
2020-11-16,1000000.0,0.0,1000000.0,0,4904.172,1.0,1.1810904039529497
2020-11-17,1000000.0,0.0,1000000.0,0,4894.786,1.0,1.1788299378576532
2020-11-18,1000000.0,0.0,1000000.0,0,4891.672,1.0,1.1780799813883633
2020-11-19,1000000.0,0.0,1000000.0,0,4927.989,1.0,1.1868263426906096
2020-11-20,1000000.0,0.0,1000000.0,0,4943.288,1.0,1.190510859075858
2020-11-23,1000000.0,0.0,1000000.0,0,5005.027,1.0,1.205379697373057
2020-11-24,1000000.0,0.0,1000000.0,0,4974.286,1.0,1.1979762253684216
2020-11-25,1000000.0,0.0,1000000.0,0,4910.7,1.0,1.1826625670330793
2020-11-26,1000000.0,0.0,1000000.0,0,4919.591,1.0,1.1848038203948181
2020-11-27,1000000.0,0.0,1000000.0,0,4980.765,1.0,1.199536587592098
2020-11-30,1000000.0,0.0,1000000.0,0,4960.252,1.0,1.1945963637467094
2020-12-01,1000000.0,0.0,1000000.0,0,5067.098,1.0,1.2203284924935716
2020-12-02,1000000.0,0.0,1000000.0,0,5067.145,1.0,1.2203398116824145
2020-12-03,1000000.0,0.0,1000000.0,0,5057.06,1.0,1.2179110027573063
2020-12-04,1000000.0,0.0,1000000.0,0,5065.916,1.0,1.2200438269358642
2020-12-07,1000000.0,0.0,1000000.0,0,5022.235,1.0,1.209523965492369
2020-12-08,1000000.0,0.0,1000000.0,0,5009.879,1.0,1.206548222995727
2020-12-09,1000000.0,0.0,1000000.0,0,4942.699,1.0,1.1903690079646148
2020-12-10,1000000.0,0.0,1000000.0,0,4940.525,1.0,1.189845435272182
2020-12-11,1000000.0,0.0,1000000.0,0,4889.629,1.0,1.1775879579244075
2020-12-14,1000000.0,0.0,1000000.0,0,4934.835,1.0,1.1884750909207824
2020-12-15,1000000.0,0.0,1000000.0,0,4945.1,1.0,1.1909472499308207
2020-12-16,1000000.0,0.0,1000000.0,0,4953.867,1.0,1.1930586399007188
2020-12-17,1000000.0,0.0,1000000.0,0,5017.478,1.0,1.20837831908119
2020-12-18,1000000.0,0.0,1000000.0,0,4999.968,1.0,1.2041613191527178
2020-12-21,1000000.0,0.0,1000000.0,0,5046.84,1.0,1.2154496812685005
2020-12-22,1000000.0,0.0,1000000.0,0,4964.773,1.0,1.1956851733798688
2020-12-23,1000000.0,0.0,1000000.0,0,5007.124,1.0,1.205884725862492
2020-12-24,1000000.0,0.0,1000000.0,0,5000.015,1.0,1.2041726383415607
2020-12-25,1000000.0,0.0,1000000.0,0,5042.014,1.0,1.214287417324765
2020-12-28,1000000.0,0.0,1000000.0,0,5064.415,1.0,1.2196823353943087
2020-12-29,1000000.0,0.0,1000000.0,0,5042.936,1.0,1.2145094660931288
2020-12-30,1000000.0,0.0,1000000.0,0,5113.711,1.0,1.2315544786538162
2020-12-31,1000000.0,0.0,1000000.0,0,5211.289,1.0,1.2550545596943914
2021-01-04,1000000.0,0.0,1000000.0,0,5267.718,1.0,1.2686445704861544
2021-01-05,1000000.0,0.0,1000000.0,0,5368.505,1.0,1.2929174872075104
2021-01-06,1000000.0,0.0,1000000.0,0,5417.668,1.0,1.3047575995709304
2021-01-07,1000000.0,0.0,1000000.0,0,5513.657,1.0,1.3278749956950957
2021-01-08,1000000.0,0.0,1000000.0,0,5495.431,1.0,1.3234855587621237
2021-01-11,1000000.0,0.0,1000000.0,0,5441.158,1.0,1.310414785654301
2021-01-12,800112.0,199888.0,1000000.0,1,5596.353,1.0,1.3477909880471775
2021-01-13,800112.0,198400.0,998512.0,1,5577.971,0.998512,1.3433639810405995
2021-01-14,800112.0,194928.0,995040.0,1,5470.456,0.99504,1.3174707344780807
2021-01-15,800112.0,197160.0,997272.0,1,5458.081,0.997272,1.3144904161391404
2021-01-18,800112.0,196664.0,996776.0,1,5518.521,0.996776,1.3290464113234275
2021-01-19,800112.0,198400.0,998512.0,1,5437.523,0.998512,1.3095393547725194
2021-01-20,800112.0,198400.0,998512.0,1,5476.434,0.998512,1.3189104389653683
2021-01-21,800112.0,202616.0,1002728.0,1,5564.969,1.002728,1.3402326599058196
2021-01-22,800112.0,197904.0,998016.0,1,5569.776,0.998016,1.3413903480072569
2021-01-25,800112.0,195176.0,995288.0,1,5625.923,0.995288,1.3549124436659625
2021-01-26,800112.0,202616.0,1002728.0,1,5512.968,1.002728,1.3277090612033358
2021-01-27,800112.0,195672.0,995784.0,1,5528.003,0.995784,1.33132999746402
2021-01-28,800112.0,193440.0,993552.0,1,5377.143,0.993552,1.294997809616542
2021-01-29,800112.0,198152.0,998264.0,1,5351.965,0.998264,1.28893409607005
2021-02-01,800112.0,217992.0,1018104.0,1,5417.648,1.018104,1.304752782894827
2021-02-02,800112.0,219480.0,1019592.0,1,5501.092,1.019592,1.3248489189331736
2021-02-03,800112.0,212288.0,1012400.0,1,5485.201,1.0124,1.3210218289352664
2021-02-04,800112.0,200136.0,1000248.0,1,5473.948,1.000248,1.3183117261257236
2021-02-05,800112.0,192696.0,992808.0,1,5483.414,0.992808,1.3205914589254333
2021-02-08,800112.0,198400.0,998512.0,1,5564.562,0.998512,1.3401346405471166
2021-02-09,800112.0,211792.0,1011904.0,1,5686.25,1.011904,1.3694412246302659
2021-02-10,800112.0,217496.0,1017608.0,1,5807.719,1.017608,1.3986950661100837
2021-02-18,800112.0,229152.0,1029264.0,1,5768.381,1.029264,1.3892211458824284
2021-02-19,800112.0,227912.0,1028024.0,1,5778.842,1.028024,1.3917405083182792
2021-02-22,800112.0,238328.0,1038440.0,1,5597.333,1.03844,1.3480270051762409
2021-02-23,800112.0,236344.0,1036456.0,1,5579.668,1.036456,1.3437726760079676
2021-02-24,800112.0,227416.0,1027528.0,1,5437.568,1.027528,1.3095501922937518
2021-02-25,800112.0,225680.0,1025792.0,1,5469.558,1.025792,1.3172544657210408
2021-02-26,800112.0,215512.0,1015624.0,1,5336.761,1.015624,1.2852724588962925
2021-03-01,800112.0,222952.0,1023064.0,1,5418.784,1.023064,1.3050263700974967
2021-03-02,800112.0,232872.0,1032984.0,1,5349.63,1.032984,1.2883717491349853
2021-03-03,800112.0,228408.0,1028520.0,1,5452.213,1.02852,1.3130772033704208
2021-03-04,800112.0,222952.0,1023064.0,1,5280.706,1.023064,1.271772519947662
2021-03-05,800112.0,220720.0,1020832.0,1,5262.796,1.020832,1.267459186497123
2021-03-08,800112.0,218240.0,1018352.0,1,5080.025,1.018352,1.2234417510929638
2021-03-09,612902.0,402722.0,1015624.0,2,4970.999,1.015624,1.1971846046508379
2021-03-10,612902.0,409914.0,1022816.0,2,5003.612,1.022816,1.205038917538746
2021-03-11,612902.0,442372.0,1055274.0,2,5128.216,1.055274,1.235047772997762
2021-03-12,612902.0,440090.0,1052992.0,2,5146.379,1.052992,1.2394220374010083
2021-03-15,612902.0,427880.0,1040782.0,2,5035.544,1.040782,1.2127292226053352
2021-03-16,612902.0,431878.0,1044780.0,2,5079.362,1.04478,1.2232820782801384
2021-03-17,612902.0,438458.0,1051360.0,2,5100.858,1.05136,1.228459041756006
2021-03-18,612902.0,459064.0,1071966.0,2,5141.768,1.071966,1.2383115527253836
2021-03-19,612902.0,450358.0,1063260.0,2,5007.091,1.06326,1.2058767783469218
2021-03-22,612902.0,446334.0,1059236.0,2,5057.152,1.059236,1.2179331594673817
2021-03-23,612902.0,445084.0,1057986.0,2,5009.246,1.057986,1.2063957751970562
2021-03-24,612902.0,441314.0,1054216.0,2,4928.685,1.054216,1.186993963019006
2021-03-25,612902.0,435388.0,1048290.0,2,4926.347,1.04829,1.1864308935825256
2021-03-26,837812.0,225184.0,1062996.0,1,5037.99,1.062996,1.2133183020927734
2021-03-29,837812.0,220720.0,1058532.0,1,5046.877,1.058532,1.2154585921192917
2021-03-30,837812.0,219480.0,1057292.0,1,5094.729,1.057292,1.226982971364138
2021-03-31,837812.0,220968.0,1058780.0,1,5048.361,1.05878,1.2158159894861593
2021-04-01,837812.0,221712.0,1059524.0,1,5110.777,1.059524,1.2308478722694565
2021-04-02,837812.0,226176.0,1063988.0,1,5161.557,1.063988,1.2430774128958313
2021-04-06,837812.0,227664.0,1065476.0,1,5140.342,1.065476,1.2379681237192157
2021-04-07,837812.0,225680.0,1063492.0,1,5103.743,1.063492,1.2291538472839125
2021-04-08,837812.0,225432.0,1063244.0,1,5112.209,1.063244,1.2311927462784553
2021-04-09,837812.0,231136.0,1068948.0,1,5035.337,1.068948,1.212679370007666
2021-04-12,837812.0,223200.0,1061012.0,1,4947.746,1.061012,1.191584496179292
2021-04-13,837812.0,220720.0,1058532.0,1,4939.644,1.058532,1.1896332606898299
2021-04-14,837812.0,221464.0,1059276.0,1,4980.628,1.059276,1.1995035933607898
2021-04-15,837812.0,224440.0,1062252.0,1,4948.974,1.062252,1.1918802400920372
2021-04-16,837812.0,233120.0,1070932.0,1,4966.181,1.070932,1.1960242673775436
2021-04-19,837812.0,231880.0,1069692.0,1,5087.017,1.069692,1.225125661058691
2021-04-20,837812.0,229400.0,1067212.0,1,5083.365,1.067212,1.2242461360022214
2021-04-21,837812.0,231880.0,1069692.0,1,5098.745,1.069692,1.2279501599256883
2021-04-22,837812.0,228904.0,1066716.0,1,5089.244,1.066716,1.2256619979427976
2021-04-23,837812.0,226672.0,1064484.0,1,5135.453,1.064484,1.2367906872457548
2021-04-26,837812.0,226176.0,1063988.0,1,5077.237,1.063988,1.2227703064441586
2021-04-27,837812.0,225680.0,1063492.0,1,5090.52,1.063492,1.2259693018781908
2021-04-28,837812.0,218240.0,1056052.0,1,5119.242,1.056052,1.2328865304301944
2021-04-29,837812.0,224688.0,1062500.0,1,5164.169,1.0625,1.2437064707949272
2021-04-30,837812.0,212536.0,1050348.0,1,5123.489,1.050348,1.233909351600738
2021-05-06,837812.0,216504.0,1054316.0,1,5061.124,1.054316,1.2188897513415045
2021-05-07,837812.0,231880.0,1069692.0,1,4996.053,1.069692,1.2032184548054894
2021-05-10,837812.0,255192.0,1093004.0,1,4992.422,1.093004,1.2023439872589283
2021-05-11,837812.0,259656.0,1097468.0,1,5023.06,1.097468,1.2097226533816319
2021-05-12,837812.0,263872.0,1101684.0,1,5044.548,1.101684,1.214897690187058
2021-05-13,837812.0,254200.0,1092012.0,1,4992.974,1.092012,1.2024769275193805
2021-05-14,837812.0,263128.0,1100940.0,1,5110.59,1.10094,1.2308028363478902
2021-05-17,837812.0,263624.0,1101436.0,1,5184.985,1.101436,1.2487196672832814
2021-05-18,837812.0,271808.0,1109620.0,1,5187.601,1.10962,1.249349688517598
2021-05-19,837812.0,276272.0,1114084.0,1,5172.272,1.114084,1.2456579471181948
2021-05-20,837812.0,272800.0,1110612.0,1,5186.412,1.110612,1.2490633371232547
2021-05-21,837812.0,264368.0,1102180.0,1,5134.148,1.10218,1.236476399130012
2021-05-24,837812.0,271560.0,1109372.0,1,5155.588,1.109372,1.2416398759127902
2021-05-25,837812.0,261888.0,1099700.0,1,5318.478,1.0997,1.280869294436426
2021-05-26,837812.0,269080.0,1106892.0,1,5320.593,1.106892,1.281378657934354
2021-05-27,837812.0,262384.0,1100196.0,1,5338.233,1.100196,1.2856269662574982
2021-05-28,837812.0,255440.0,1093252.0,1,5321.089,1.093252,1.2814981115017168
2021-05-31,837812.0,259904.0,1097716.0,1,5331.57,1.097716,1.284022290613671
2021-06-01,837812.0,267344.0,1105156.0,1,5341.68,1.105156,1.2864571203839084
2021-06-02,887057.0,199995.0,1087052.0,1,5289.974,1.087052,1.2740045676539489
2021-06-03,887057.0,196015.0,1083072.0,1,5255.286,1.083072,1.2656505246203196
2021-06-04,887057.0,197209.0,1084266.0,1,5282.277,1.084266,1.2721508698555792
2021-06-07,887057.0,214323.0,1101380.0,1,5277.627,1.10138,1.2710309926615533
2021-06-08,887057.0,214124.0,1101181.0,1,5232.117,1.101181,1.2600706461884077
2021-06-09,887057.0,219298.0,1106355.0,1,5236.449,1.106355,1.2611139382323906
2021-06-10,887057.0,217905.0,1104962.0,1,5271.466,1.104962,1.26954721558792
2021-06-11,887057.0,225666.0,1112723.0,1,5224.703,1.112723,1.2582851043569003
2021-06-15,887057.0,205567.0,1092624.0,1,5166.56,1.092624,1.2442823044230815
2021-06-16,887057.0,208154.0,1095211.0,1,5080.491,1.095211,1.2235539796461719
2021-06-17,887057.0,196015.0,1083072.0,1,5101.892,1.083072,1.2287080639105485
2021-06-18,887057.0,195816.0,1082873.0,1,5102.466,1.082873,1.2288463025147145
2021-06-21,887057.0,192035.0,1079092.0,1,5090.385,1.079092,1.225936789314493
2021-06-22,887057.0,190045.0,1077102.0,1,5122.158,1.077102,1.233588801806061
2021-06-23,887057.0,192035.0,1079092.0,1,5147.394,1.079092,1.2396664837132527
2021-06-24,887057.0,197607.0,1084664.0,1,5155.974,1.084664,1.2417328377615846
2021-06-25,887057.0,199199.0,1086256.0,1,5239.968,1.086256,1.261961432392773
2021-06-28,887057.0,192234.0,1079291.0,1,5251.76,1.079291,1.264801344623301
2021-06-29,887057.0,190841.0,1077898.0,1,5190.545,1.077898,1.2500587032400095
2021-06-30,887057.0,189249.0,1076306.0,1,5224.041,1.076306,1.2581256723778798
2021-07-01,887057.0,195816.0,1082873.0,1,5229.664,1.082873,1.2594798808643333
2021-07-02,887057.0,195418.0,1082475.0,1,5081.117,1.082475,1.2237047416082063
2021-07-05,887057.0,193030.0,1080087.0,1,5085.792,1.080087,1.2248306396473616
2021-07-06,887057.0,201189.0,1088246.0,1,5083.104,1.088246,1.224183278379073
2021-07-07,887057.0,199199.0,1086256.0,1,5140.49,1.086256,1.2380037671223805
2021-07-08,887057.0,194423.0,1081480.0,1,5088.257,1.08148,1.225424294977098
2021-07-09,887057.0,197607.0,1084664.0,1,5069.436,1.084664,1.2208915619300518
2021-07-12,887057.0,197010.0,1084067.0,1,5132.709,1.084067,1.2361298392843767
2021-07-13,887057.0,194224.0,1081281.0,1,5142.099,1.081281,1.238391268714894
2021-07-14,887057.0,193428.0,1080485.0,1,5083.085,1.080485,1.2241787025367747
2021-07-15,887057.0,197607.0,1084664.0,1,5151.463,1.084664,1.2406464364664767
2021-07-16,887057.0,194821.0,1081878.0,1,5094.773,1.081878,1.2269935680515653
2021-07-19,887057.0,187458.0,1074515.0,1,5113.495,1.074515,1.2315024585519
2021-07-20,887057.0,193826.0,1080883.0,1,5108.994,1.080883,1.2304184655948438
2021-07-21,887057.0,191637.0,1078694.0,1,5144.043,1.078694,1.2388594496321383
2021-07-22,887057.0,194025.0,1081082.0,1,5151.752,1.081082,1.24071603743617
2021-07-23,887057.0,198801.0,1085858.0,1,5089.228,1.085858,1.225658144601915
2021-07-26,887057.0,194025.0,1081082.0,1,4925.299,1.081082,1.1861784997547107
2021-07-27,687682.0,388425.0,1076107.0,2,4751.313,1.076107,1.1442767893289432
2021-07-28,663868.0,406957.0,1070825.0,2,4760.483,1.070825,1.1464852353223236
2021-07-29,478518.0,604794.0,1083312.0,3,4850.275,1.083312,1.1681101843558694
2021-07-30,478518.0,583688.0,1062206.0,3,4811.17,1.062206,1.158692378404818
2021-08-02,478518.0,597965.0,1076483.0,3,4933.736,1.076483,1.1882104145689039
2021-08-03,478518.0,600996.0,1079514.0,3,4934.458,1.079514,1.1883842965762343
2021-08-04,478518.0,593699.0,1072217.0,3,4978.848,1.072217,1.199074909187593
2021-08-05,478518.0,580601.0,1059119.0,3,4948.67,1.059119,1.1918070266152663
2021-08-06,478518.0,578170.0,1056688.0,3,4921.565,1.056688,1.1852792263262175
2021-08-09,478518.0,590632.0,1069150.0,3,4985.563,1.06915,1.2006921081892887
2021-08-10,478518.0,611928.0,1090446.0,3,5043.148,1.090446,1.2145605228598244
2021-08-11,478518.0,608470.0,1086988.0,3,5015.341,1.086988,1.2078636572395485
2021-08-12,478518.0,601002.0,1079520.0,3,4973.351,1.07952,1.1977510457605904
2021-08-13,478518.0,602833.0,1081351.0,3,4945.983,1.081351,1.191159906180783
2021-08-16,478518.0,604022.0,1082540.0,3,4941.068,1.08254,1.1899762080283875
2021-08-17,478518.0,588646.0,1067164.0,3,4837.403,1.067164,1.1650101716157613
2021-08-18,478518.0,586469.0,1064987.0,3,4894.238,1.064987,1.178697960932422
2021-08-19,478518.0,582413.0,1060931.0,3,4862.139,1.060931,1.1709674366203695
2021-08-20,462380.0,571196.0,1033576.0,3,4769.268,1.033576,1.1486009603007148
2021-08-23,462380.0,592788.0,1055168.0,3,4835.878,1.055168,1.1646429000628817
2021-08-24,462380.0,604182.0,1066562.0,3,4888.39,1.066562,1.1772895648398058
2021-08-25,462380.0,611515.0,1073895.0,3,4898.157,1.073895,1.179641788614871
2021-08-26,462380.0,594499.0,1056879.0,3,4801.609,1.056879,1.1563897663936173
2021-08-27,462380.0,591007.0,1053387.0,3,4827.043,1.053387,1.162515133394232
2021-08-30,462380.0,587854.0,1050234.0,3,4813.27,1.050234,1.1591981293956686
2021-08-31,462380.0,584961.0,1047341.0,3,4805.61,1.047341,1.15735334244809
2021-09-01,462380.0,598495.0,1060875.0,3,4869.459,1.060875,1.1727303400741913
2021-09-02,462380.0,592014.0,1054394.0,3,4869.411,1.054394,1.1727187800515433
2021-09-03,462380.0,598480.0,1060860.0,3,4843.062,1.06086,1.1663730501192007
2021-09-06,462380.0,606087.0,1068467.0,3,4933.726,1.068467,1.1882080062308522
2021-09-07,462380.0,610492.0,1072872.0,3,4992.829,1.072872,1.2024420066176313
2021-09-08,462380.0,610606.0,1072986.0,3,4972.132,1.072986,1.1974574693520919
2021-09-09,462380.0,620256.0,1082636.0,3,4970.013,1.082636,1.1969471425189433
